"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Sales","Adjustments","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-12","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2282379","A","","","0"
"2023-01","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","1975869","A","","","0"
"2023-02","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","1876328","A","","","0"
"2023-03","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2165344","A","","","0"
"2023-04","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2094618","A","","","0"
"2023-05","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2226678","B","","","0"
"2023-06","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2215792","A","","","0"
"2023-07","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2249405","A","","","0"
"2023-08","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2218445","A","","","0"
"2023-09","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2157355","A","","","0"
"2023-10","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2172684","A","","","0"
"2023-11","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2119130","A","","","0"
"2023-12","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2376807","A","","","0"
"2024-01","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2058629","A","","","0"
"2024-02","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","1998745","A","","","0"
"2024-03","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2196146","A","","","0"
"2024-04","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2086003","A","","","0"
"2024-05","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2282719","A","","","0"
"2024-06","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2287607","A","","","0"
"2024-07","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2262304","A","","","0"
"2024-08","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2348237","A","","","0"
"2024-09","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2202717","A","","","0"
"2024-10","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2272964","A","","","0"
"2024-11","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2269319","A","","","0"
"2024-12","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2458330","A","","","0"
"2025-01","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2179569","A","","","0"
"2025-02","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2067969","A","","","0"
"2025-03","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2286123","A","","","0"
"2025-04","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2192214","A","","","0"
"2025-05","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2464204","A","","","0"
"2025-06","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2368522","A","","","0"
"2025-07","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2411162","A","","","0"
"2025-08","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2496877","A","","","0"
"2025-09","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2227048","A","","","0"
"2025-10","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2348075","A","","","0"
"2025-11","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2333696","A","","","0"
"2025-12","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2517781","A","","","0"
"2026-01","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2297218","A","","","0"
"2026-02","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2117857","A","","","0"
"2026-03","Quebec","2021A000224","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859677","6.11.1.1","2300946","A","","","0"
"2017-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","117664","","","","0"
"2017-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","133853","","","","0"
"2017-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","150624","","","","0"
"2017-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","192433","","","","0"
"2017-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","183486","","","","0"
"2017-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","189383","","","","0"
"2017-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","180356","","","","0"
"2017-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","180003","","","","0"
"2017-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","187488","","","","0"
"2017-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","170635","","","","0"
"2017-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","167226","","","","0"
"2017-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","208125","","","","0"
"2018-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","137021","","","","0"
"2018-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","153218","","","","0"
"2018-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","185727","","","","0"
"2018-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","167317","","","","0"
"2018-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","199479","","","","0"
"2018-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","196972","","","","0"
"2018-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","182710","","","","0"
"2018-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","192365","","","","0"
"2018-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","193359","","","","0"
"2018-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","179475","","","","0"
"2018-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","179768","","","","0"
"2018-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","229864","","","","0"
"2019-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","147519","","","","0"
"2019-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","163547","","","","0"
"2019-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","181034","","","","0"
"2019-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","193438","","","","0"
"2019-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","203493","","","","0"
"2019-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","209342","","","","0"
"2019-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","208829","","","","0"
"2019-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","235833","","","","0"
"2019-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","208830","","","","0"
"2019-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","199242","","","","0"
"2019-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","194960","","","","0"
"2019-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","235135","","","","0"
"2020-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","166669","","","","0"
"2020-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","172140","","","","0"
"2020-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","178018","","","","0"
"2020-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","190121","","","","0"
"2020-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","227076","","","","0"
"2020-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","252073","","","","0"
"2020-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","263652","","","","0"
"2020-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","228360","","","","0"
"2020-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","215902","","","","0"
"2020-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","211341","","","","0"
"2020-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","200177","","","","0"
"2020-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","275704","","","","0"
"2021-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","202860","","","","0"
"2021-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","198984","","","","0"
"2021-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","218011","","","","0"
"2021-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","232643","","","","0"
"2021-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","221162","","","","0"
"2021-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","224641","","","","0"
"2021-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","216944","","","","0"
"2021-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","216051","","","","0"
"2021-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","236428","","","","0"
"2021-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","232995","","","","0"
"2021-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","219216","","","","0"
"2021-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","278102","","","","0"
"2022-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","202534","","","","0"
"2022-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","213059","","","","0"
"2022-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","228233","","","","0"
"2022-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","255741","","","","0"
"2022-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","271712","","","","0"
"2022-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","283592","","","","0"
"2022-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","300167","","","","0"
"2022-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","269458","","","","0"
"2022-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","258030","","","","0"
"2022-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","256950","","","","0"
"2022-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","238692","B","","","0"
"2022-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","283434","C","","","0"
"2023-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","174840","B","","","0"
"2023-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","184556","B","","","0"
"2023-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","213378","B","","","0"
"2023-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","228631","B","","","0"
"2023-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","265693","B","","","0"
"2023-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","257670","B","","","0"
"2023-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","245513","B","","","0"
"2023-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","252712","B","","","0"
"2023-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","236027","B","","","0"
"2023-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","234008","B","","","0"
"2023-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","238278","C","","","0"
"2023-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","294330","A","","","0"
"2024-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","182566","A","","","0"
"2024-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","212700","A","","","0"
"2024-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","244440","A","","","0"
"2024-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","216348","B","","","0"
"2024-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","261167","A","","","0"
"2024-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","243714","B","","","0"
"2024-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","258774","A","","","0"
"2024-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","251580","A","","","0"
"2024-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","238560","A","","","0"
"2024-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","245493","A","","","0"
"2024-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","236038","A","","","0"
"2024-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","305275","B","","","0"
"2025-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","240778","A","","","0"
"2025-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","246839","A","","","0"
"2025-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","269762","A","","","0"
"2025-04","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","301572","A","","","0"
"2025-05","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","294891","A","","","0"
"2025-06","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","303465","A","","","0"
"2025-07","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","303433","A","","","0"
"2025-08","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","312044","A","","","0"
"2025-09","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","299369","A","","","0"
"2025-10","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","296731","A","","","0"
"2025-11","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","297656","A","","","0"
"2025-12","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","363574","B","","","0"
"2026-01","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","246114","A","","","0"
"2026-02","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","259983","A","","","0"
"2026-03","Quebec","2021A000224","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859679","6.13.1.1","285777","B","","","0"
"2017-01","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3165608","","","","0"
"2017-02","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3106594","","","","0"
"2017-03","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3488674","","","","0"
"2017-04","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3519493","","","","0"
"2017-05","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3720364","","","","0"
"2017-06","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3896331","","","","0"
"2017-07","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","4034861","","","","0"
"2017-08","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3743750","","","","0"
"2017-09","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3822696","","","","0"
"2017-10","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3585567","","","","0"
"2017-11","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3501139","","","","0"
"2017-12","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","4383190","","","","0"
"2018-01","Ontario","2021A000235","Food and beverage retailers [445]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446859797","10.9.1.1","3274209","","","","0"
