"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Sales","Adjustments","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-05","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1513587","A","","","0"
"2025-06","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1435294","A","","","0"
"2025-07","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1463039","A","","","0"
"2025-08","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1445664","A","","","0"
"2025-09","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1352242","A","","","0"
"2025-10","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1427485","A","","","0"
"2025-11","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1384586","A","","","0"
"2025-12","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1500446","A","","","0"
"2026-01","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1434096","A","","","0"
"2026-02","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1337290","A","","","0"
"2026-03","British Columbia","2021A000259","Supermarkets and other grocery retailers (except convenience retailers) [44511]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860074","19.11.1.1","1377312","B","","","0"
"2017-01","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","80110","","","","0"
"2017-02","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","75505","","","","0"
"2017-03","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","91118","","","","0"
"2017-04","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","97876","","","","0"
"2017-05","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","90802","","","","0"
"2017-06","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","98502","","","","0"
"2017-07","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","105112","","","","0"
"2017-08","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","99366","","","","0"
"2017-09","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","100766","","","","0"
"2017-10","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","94298","","","","0"
"2017-11","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","90675","","","","0"
"2017-12","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","144858","","","","0"
"2018-01","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","86833","","","","0"
"2018-02","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","78033","","","","0"
"2018-03","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","85108","","","","0"
"2018-04","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","91628","","","","0"
"2018-05","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","93757","","","","0"
"2018-06","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","105129","","","","0"
"2018-07","British Columbia","2021A000259","Specialty food retailers [4452]","Total retail sales","Unadjusted","Dollars","81","thousands","3","v1446860076","19.13.1.1","112477","","","","0"
